"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","code","kind","sex","age","education","live_SQ001","live_SQ002","live_SQ003","live_SQ004","live_SQ005","live_SQ006","live_SQ007","live_SQ008","live_SQ009","live_SQ010","live_other","kids","nkids","econsit","needs_housing","needs_basic","needs_entertainment","needs_cultural","needs_education","importance_proffesional","importance_scientific","importance_workstab","importance_helping","importance_wealth","importance_socprestige","importance_identifiability","frequency_excursion","frequency_cinema","frequency_theater","frequency_tavern","frequency_friends","frequency_culturalevent","frequency_museum","frequency_library","Q1","Q2","Q3","Q4","Q5","Q6","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","G3Q00001","experience","time","EI_EM01","EI_EM02","EI_EE03","EI_SC04","EI_WB05","EI_SO06","EI_SC07","EI_EM08","EI_WB09","EI_SO10","EI_SO11","EI_WB12","EI_EM13","EI_EE14","EI_SC15","EI_EM16","EI_EM17","EI_EE18","EI_SC19","EI_WB20","EI_SO21","EI_SC22","EI_EM23","EI_WB24","EI_SO25","EI_SO26","EI_WB27","EI_EM28","EI_EE29","EI_SC30","Burnout_EE1","Burnout_EE2","Burnout_EE3","Burnout_PA4","Burnout_CY5","Burnout_EE6","Burnout_PA7","Burnout_EE8","Burnout_PA9","Burnout_CY10","Burnout_CY11","Burnout_PA12","Burnout_EE13","Burnout_EE14","Burnout_CY15","Burnout_EE16","Burnout_PA17","Burnout_PA18","Burnout_PA19","Burnout_EE20","Burnout_PA21","Burnout_CY22","Satisfaction_intrinsic01","Satisfaction_intrinsic02","Satisfaction_intrinsic03","Satisfaction_intrinsic04","Satisfaction_extrinsic05","Satisfaction_extrinsic06","Satisfaction_intrinsic07","Satisfaction_intrinsic08","Satisfaction_intrinsic09","Satisfaction_intrinsic10","Satisfaction_intrinsic11","Satisfaction_extrinsic12","Satisfaction_extrinsic13","Satisfaction_extrinsic14","Satisfaction_intrinsic15","Satisfaction_intrinsic16","Satisfaction_general17","Satisfaction_general18","Satisfaction_extrinsic19","Satisfaction_intrinsic20","engagement_VI1","engagement_DE1","engagement_AB1","engagement_VI2","engagement_DE2","engagement_AB2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_VI4","engagement_DE5","engagement_AB5","engagement_VI5","engagement_AB6","engagement_VI6","X157","soclass","burnout.EE.sc","burnout.PA.sc","burnout.CY.sc","burnout.sc","burnout.EE.sc.irt","burnout.PA.sc.irt","burnout.CY.sc.irt","burnout.score","burnout.F1.score","burnout.F2.score","burnout.F3.score","burnout.F4.score","EI.sc","EI.wellbeing.sc","EI.selfcontrol.sc","EI.emotionality.sc","EI.sociability.sc","EI.wellbeing.sc.irt","EI.selfcontrol.sc.irt","EI.emotionality.sc.irt","EI.sociability.sc.irt","ei.score","ei.F1.score","ei.F2.score","ei.F3.score","ei.F4.score","ei.F5.score","satisfaction.sc","satisfaction.intrinsic.sc","satisfaction.extrinsic.sc","satisfaction.general.sc","satisfaction.intrinsic.sc.irt","satisfaction.extrinsic.sc.irt","satisfaction.general.sc.irt","satisfaction.score","satisfaction.F1.score","satisfaction.F2.score","satisfaction.F3.score","engagement.sc","engagement.vigor.sc","engagement.dedication.sc","engagement.absorption.sc","engagement.score","engagement.F1.score","engagement.F2.score","engagement.F3.score","engagement.vigor.sc.irt","engagement.dedication.sc.irt","engagement.absorption.sc.irt"
125,2019-11-27 22:28:41,4,"el","214621792",2019-11-27 21:58:21,2019-11-27 22:28:41,"62.74.19.82",5127,"A2","F","45-49","A6","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",3,4,5,4,4,5,5,5,5,5,5,3,3,2,1,1,2,2,1,1,1,"A1","A3","A7","A1","Y","A2","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Μεσαία αστική τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","A18","A1","A3","SQ006","SQ002","SQ005","SQ002","SQ001","SQ006","SQ002","SQ002","SQ004","SQ001","SQ005","SQ002","SQ002","SQ001","SQ007","SQ002","SQ007","SQ003","SQ006","SQ005","SQ005","SQ004","SQ002","SQ005","SQ003","SQ003","SQ007","SQ002","SQ007","SQ005","SQ003","SQ005","SQ004","SQ005","SQ007","SQ006","SQ004","SQ005","SQ004","SQ004","SQ004","SQ005","SQ003","SQ002","SQ007","SQ003","SQ006","SQ002","SQ003","SQ003","SQ002","SQ007","A2","A2","A4","A3","A1","A3","A1","A3","A2","A2","A1","A3","A2","A4","A1","A1","A3","A2","A1","A2","A3","A4","A6","A4","A4","A5","A3","A4","A6","A5","A5","A5","A6","A3","A6","A3","A6",NA,"08.Μεσαία αστική τάξη",2.77777777777778,2.875,4.8,3.36363636363636,0.573128892959078,0.532982746870095,0.681980625892659,0.502147061143872,0.467017253131139,0.65665797250949,0.392908392546112,0.681980625892706,5.66666666666667,5.66666666666667,5.66666666666667,5.625,5.5,0.601369997989132,0.718135728214181,0.634770224548239,0.675062939299414,0.615284174159415,0.633584385695374,0.798207723844096,0.649281796611324,0.681641870023312,0.848349025498752,97,5,4.66666666666667,4.5,0.567713060285994,0.558098220170731,0.328740914568167,0.52669882282468,0.579580187698926,0.549071221840535,0.248710608841528,61,3.66666666666667,3.4,3.66666666666667,0.311332199292826,0.131164723940706,0.534267680354992,0.466979650622016,0.291647149989582,0.204708922083542,0.458077957831958
128,2019-11-27 22:48:31,4,"el","1975131897",2019-11-27 22:21:12,2019-11-27 22:48:31,"62.228.130.145",1069558,"A2","M","50-54","A5","Y",NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,"Y","A3",2,3,3,3,1,3,4,3,4,3,2,1,3,2,1,1,2,3,1,1,1,"A1","A3","A7","A1","N","A2","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Μεσαία αστική τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","A8","A5","A3","SQ004","SQ005","SQ005","SQ004","SQ003","SQ004","SQ001","SQ006","SQ004","SQ006","SQ004","SQ002","SQ002","SQ004","SQ003","SQ003","SQ003","SQ003","SQ001","SQ004","SQ002","SQ005","SQ005","SQ003","SQ001","SQ005","SQ005","SQ005","SQ005","SQ003","SQ004","SQ003","SQ001","SQ002","SQ003","SQ003","SQ002","SQ002","SQ005","SQ007","SQ001","SQ004","SQ004","SQ005","SQ003","SQ001","SQ005","SQ003","SQ003","SQ002","SQ003","SQ004","A3","A2","A3","A2","A2","A3","A2","A3","A2","A3","A2","A3","A3","A3","A2","A2","A3","A3","A2","A2","A4","A4","A4","A4","A4","A4","A4","A6","A4","A3","A4","A4","A4","A3","A3","A4","A4",NA,"08.Μεσαία αστική τάξη",1.77777777777778,2.375,2.6,2.63636363636364,0.383138702155049,0.684848308166686,0.351054148119954,0.167828218474337,0.315151691834127,0.295284424672709,0.455082429362888,0.351054148120108,4,4.5,3.5,3.875,3.66666666666667,0.217644901844844,0.167929591264413,0.184665793675921,0.197330419745532,0.205427939979148,0.2489785080794,0.394963709515652,0.212868516477236,0.166861067747819,0.116852502366467,90,4.66666666666667,4.33333333333333,4,0.410546666154929,0.418937839248197,0.174147536576058,0.375386583404979,0.434935168465846,0.326616854477761,0.108145797186213,50,3.16666666666667,2.8,2.83333333333333,0.174103022205394,0.139312956360194,0.0867112479909779,0.352009029109185,0.202592483116252,0.102350720598733,0.244895311615195
129,2019-11-27 22:49:02,4,"el","1053030349",2019-11-27 22:27:05,2019-11-27 22:49:02,"85.73.169.124",1066125,"A2","F","50-54","A7","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,5,5,3,3,5,5,5,5,5,4,4,5,3,3,2,3,2,3,2,2,"A1","A1","A7","A2","N","A1","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Παραδοσιακή Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A4","A3","SQ006","SQ002","SQ005","SQ003","SQ002","SQ006","SQ002","SQ002","SQ006","SQ003","SQ005","SQ003","SQ002","SQ002","SQ004","SQ002","SQ006","SQ005","SQ005","SQ006","SQ005","SQ003","SQ005","SQ005","SQ005","SQ002","SQ005","SQ002","SQ005","SQ007","SQ002","SQ002","SQ001","SQ004","SQ007","SQ004","SQ005","SQ001","SQ003","SQ007","SQ001","SQ005","SQ007","SQ002","SQ001","SQ003","SQ005","SQ005","SQ004","SQ007","SQ005","SQ001","A1","A1","A2","A2","A3","A3","A2","A1","A1","A2","A2","A3","A1","A2","A1","A1","A2","A2","A2","A1","A6","A7","A6","A7","A6","A5","A7","A6","A5","A7","A6","A7","A7","A6","A6","A4","A7",NA,"06.Παραδοσιακή Μικροαστική Τάξη",2.22222222222222,3.5,2.4,2.36363636363636,0.397833429581059,0.392198553014764,0.351752271844163,0.313726871818812,0.607801446987137,0.169514058415796,0.69785356679604,0.351752271844166,5.36666666666667,5.5,5.33333333333333,5.875,5,0.516136493103651,0.584519809527967,0.617980033965256,0.599757789632526,0.517738229200716,0.391796737874711,0.675586673861326,0.700022187717111,0.643767029613849,0.758571869662236,105,5.58333333333333,4.66666666666667,5,0.724557492762147,0.529747033170979,0.516805397920744,0.662503477658438,0.713120941129659,0.499968174032784,0.790209815600636,88,5.5,5.8,4.33333333333333,0.912275184962406,0.967564376035983,0.707742101423833,0.687431947819249,0.940049749500568,0.962008624345683,0.698944967380062
132,2019-11-27 23:09:47,4,"el","1984860084",2019-11-27 22:57:25,2019-11-27 23:09:47,"80.113.34.18",1066030,"A2","M","25-29","A8",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",4,4,5,4,3,4,4,4,5,4,3,4,3,3,3,4,3,4,3,3,2,"A1","A4","A5","A2","Y","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A11","A1","A3","SQ004","SQ003","SQ007","SQ003","SQ001","SQ005","SQ003","SQ002","SQ005","SQ006","SQ005","SQ005","SQ005","SQ003","SQ006","SQ002","SQ005","SQ001","SQ006","SQ007","SQ006","SQ006","SQ003","SQ007","SQ005","SQ002","SQ006","SQ002","SQ006","SQ005","SQ001","SQ001","SQ001","SQ003","SQ007","SQ003","SQ005","SQ001","SQ003","SQ001","SQ003","SQ005","SQ007","SQ006","SQ001","SQ001","SQ006","SQ004","SQ003","SQ007","SQ005","SQ001","A1","A1","A1","A2","A1","A1","A2","A2","A2","A3","A2","A1","A2","A2","A3","A1","A1","A3","A2","A2","A6","A6","A6","A6","A5","A5","A5","A6","A5","A6","A5","A6","A6","A5","A6","A4","A6",NA,NA,2.11111111111111,3.25,1.6,2.22727272727273,0.387076135864468,0.456492065591207,0.227333243443741,0.229089103986699,0.543507934410991,0.206600860425704,0.64268073048426,0.227333243443742,5.13333333333333,5.83333333333333,4.83333333333333,4.75,4.5,0.6874647545143,0.573130620415149,0.448734838678972,0.476933912324051,0.528446363692677,0.748747685671836,0.560809048761416,0.589970568432041,0.427191365598172,0.524811953455384,105,5.16666666666667,5.5,5,0.568584523127597,0.852403524324522,0.516805397920744,0.637088629805024,0.570610523014307,0.885272641496508,0.647762831385677,77,5,4.6,4,0.744478309784614,0.757869623425244,0.593326693192028,0.565812743131424,0.859558499080462,0.694243989945795,0.585370436863251
134,2019-11-27 23:35:08,4,"el","636090439",2019-11-27 23:11:09,2019-11-27 23:35:08,"94.69.231.45",1046596,"A2","F","20-24","A6",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"N","{question_not_shown}",3,3,3,3,2,3,5,3,5,5,3,5,5,2,2,2,2,3,2,2,2,"A1","A4","A7","A3","N","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A16","A1","A3","SQ003","SQ002","SQ005","SQ006","SQ003","SQ004","SQ005","SQ005","SQ006","SQ003","SQ004","SQ003","SQ002","SQ004","SQ003","SQ004","SQ004","SQ004","SQ006","SQ005","SQ005","SQ004","SQ006","SQ005","SQ003","SQ005","SQ004","SQ006","SQ006","SQ005","SQ002","SQ005","SQ005","SQ006","SQ001","SQ006","SQ004","SQ005","SQ004","SQ003","SQ007","SQ005","SQ003","SQ003","SQ007","SQ003","SQ005","SQ005","SQ003","SQ002","SQ006","SQ004","A3","A3","A3","A4","A4","A3","A4","A4","A1","A3","A4","A3","A5","A3","A3","A4","A3","A4","A2","A3","A5","A6","A5","A5","A4","A6","A6","A5","A5","A6","A5","A6","A6","A4","A6","A5","A6",NA,"04.Εργατική Τάξη",2.77777777777778,3.75,3.4,2.72727272727273,0.579318505449338,0.326762006533034,0.470083957407924,0.529915468519292,0.673237993468278,0.725509970435071,0.293230712371244,0.4700839574078,4.4,5,3.83333333333333,4.25,4.33333333333333,0.34731025815874,0.306039617173147,0.208296188600119,0.362609763158917,0.296446023374845,0.280248448010147,0.280784909763847,0.463339396671918,0.20027363166205,0.524811953455442,74,3.75,3.66666666666667,3.5,0.0458877562704819,0.176444481015783,0.0771204734470239,0.070692323739035,0.0754362486905216,0.0836145981832942,0.0395588707034117,74,4.5,4.6,4,0.650584628086125,0.589210354706879,0.531505036659978,0.73719660239848,0.669998832754059,0.712873922921908,0.566264197169804
138,2019-11-28 00:24:20,4,"el","663979562",2019-11-28 00:10:10,2019-11-28 00:24:20,"79.166.101.118",1053006,"A2","M","50-54","A3","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A3",3,4,4,2,2,3,4,3,5,5,3,2,4,2,1,1,2,3,1,2,1,"A1","A4","A7","A3","Y","A3","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A7","A8","A3","SQ006","SQ002","SQ007","SQ003","SQ001","SQ006","SQ002","SQ002","SQ004","SQ002","SQ005","SQ001","SQ001","SQ002","SQ006","SQ002","SQ006","SQ001","SQ005","SQ007","SQ004","SQ005","SQ004","SQ007","SQ006","SQ002","SQ007","SQ001","SQ006","SQ005","SQ003","SQ002","SQ001","SQ006","SQ002","SQ005","SQ005","SQ001","SQ005","SQ007","SQ001","SQ005","SQ001","SQ003","SQ001","SQ001","SQ003","SQ005","SQ005","SQ007","SQ005","SQ007","A1","A2","A2","A2","A2","A2","A2","A3","A2","A2","A1","A2","A3","A2","A1","A2","A2","A2","A1","A1","A4","A4","A6","A4","A6","A4","A6","A6","A5","A7","A3","A5","A5","A3","A4","A4","A5",NA,"05.Νέα Μικροαστική Τάξη",1.66666666666667,3.875,2.6,2.04545454545455,0.332776404631628,0.295275960900089,0.313525052005706,0.315446829186496,0.704724039101375,0.214649122005617,0.482141650429729,0.313525052005605,5.73333333333333,6.5,5,6,4.83333333333333,0.823425879865929,0.565919243860894,0.680815702205732,0.570441240897554,0.656368714269507,0.847759877635221,0.630302883173165,0.57034696228467,0.74520427423301,0.758571869662236,103,5.25,5,5,0.638459086987759,0.695284481083914,0.516805397920744,0.640600161169749,0.696747057763222,0.656341843203398,0.451282807812627,64,3.66666666666667,4.6,3.16666666666667,0.464768290766172,0.509009136777906,0.315959795657672,0.2435959779787,0.33088603234334,0.750008238429684,0.305066173774953
149,2019-11-28 11:42:01,4,"el","768984221",2019-11-28 11:19:47,2019-11-28 11:42:01,"37.99.197.126",1022448,"A2","M","35-39","A8","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A1",4,5,5,4,4,5,5,5,5,4,4,3,2,3,2,1,3,4,3,3,2,"A1","A3","A7","A3","Y","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A2","A3","SQ006","SQ004","SQ006","SQ003","SQ001","SQ005","SQ002","SQ001","SQ006","SQ002","SQ006","SQ003","SQ001","SQ001","SQ004","SQ001","SQ005","SQ002","SQ004","SQ006","SQ005","SQ005","SQ002","SQ006","SQ003","SQ001","SQ005","SQ002","SQ007","SQ006","SQ007","SQ001","SQ001","SQ005","SQ007","SQ003","SQ005","SQ003","SQ005","SQ007","SQ007","SQ005","SQ001","SQ003","SQ007","SQ004","SQ006","SQ004","SQ005","SQ007","SQ003","SQ007","A1","A1","A1","A2","A2","A2","A2","A1","A1","A1","A1","A3","A1","A2","A1","A1","A2","A2","A1","A1","A7","A6","A5","A5","A6","A7","A5","A7","A7","A6","A7","A7","A7","A6","A7","A5","A7",NA,"05.Νέα Μικροαστική Τάξη",2.33333333333333,3.75,6,3.13636363636364,0.455960862289219,0.311762669406648,0.832253642643466,0.702411687355,0.688237330594306,0.203569300980384,0.715602678491803,0.832253642643474,5.56666666666667,5.83333333333333,4.66666666666667,5.5,5.66666666666667,0.623851884043292,0.44684619179979,0.649079668539308,0.713633874036791,0.600325933341043,0.596749934982158,0.684763130575935,0.730252323009812,0.80536287044216,0.40035609447118,111,5.83333333333333,5.16666666666667,5,0.786265059890037,0.726076371657253,0.516805397920744,0.75651602504608,0.811009044938705,0.670104932042164,0.790209815600636,90,5.66666666666667,5,5.16666666666667,0.903985612886035,0.893288530226125,0.715011201962007,0.92254365083928,0.950847529663866,0.814187129235722,0.861964623532952
150,2019-11-28 12:18:47,4,"el","240397324",2019-11-28 11:20:01,2019-11-28 12:18:47,"37.99.197.126",1022448,"A2","F","50-54","A6",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,5,5,4,4,4,5,1,4,4,4,3,3,2,2,2,3,3,3,2,1,"A1","A3","A7","A3","Y","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A7","A3","SQ005","SQ002","SQ006","SQ003","SQ002","SQ006","SQ002","SQ002","SQ006","SQ004","SQ005","SQ002","SQ005","SQ001","SQ006","SQ002","SQ006","SQ002","SQ006","SQ006","SQ006","SQ003","SQ002","SQ006","SQ005","SQ002","SQ006","SQ003","SQ007","SQ006","SQ002","SQ004","SQ002","SQ004","SQ001","SQ003","SQ004","SQ002","SQ004","SQ007","SQ003","SQ003","SQ002","SQ005","SQ001","SQ004","SQ004","SQ003","SQ003","SQ002","SQ005","SQ001","A2","A2","A2","A2","A3","A3","A2","A2","A3","A2","A2","A3","A2","A3","A2","A2","A3","A2","A2","A3","A6","A6","A6","A6","A5","A6","A6","A5","A6","A6","A5","A6","A5","A5","A6","A6","A6",NA,"05.Νέα Μικροαστική Τάξη",1.88888888888889,2.75,1.6,2.31818181818182,0.389408650432623,0.588762546095894,0.223411395847166,0.163798733681896,0.411237453905595,0.377671792495107,0.253281572168235,0.223411395847147,5.5,6,5.66666666666667,4.875,5,0.673456383472316,0.689870560514906,0.473126958354628,0.606004710789137,0.596595817678211,0.676762589177375,0.788193141249752,0.750042379131119,0.45657113124425,0.758571869662236,93,4.83333333333333,4.33333333333333,4.5,0.451602377996422,0.399859853423154,0.328740914568167,0.413033083036529,0.430681576061793,0.349549348056298,0.451282807812599,80,4.83333333333333,4.6,4.66666666666667,0.78413504509678,0.753258520910471,0.593326693192028,0.808817084442675,0.82276208913366,0.735297903725192,0.745224856158121
151,2019-11-28 11:33:20,4,"el","2011834461",2019-11-28 11:20:22,2019-11-28 11:33:20,"37.99.197.126",1022448,"A2","M","40-44","A7",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",3,5,5,5,4,5,5,5,4,5,2,1,3,3,3,2,4,5,2,2,2,"A1","A2","A7","A3",NA,"A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A3","A3","SQ005","SQ004","SQ006","SQ004","SQ002","SQ005","SQ002","SQ002","SQ004","SQ004","SQ004","SQ003","SQ004","SQ004","SQ007","SQ003","SQ006","SQ004","SQ004","SQ006","SQ005","SQ005","SQ005","SQ006","SQ004","SQ004","SQ006","SQ004","SQ006","SQ004","SQ007","SQ001","SQ007","SQ005","SQ007","SQ003","SQ006","SQ001","SQ005","SQ007","SQ007","SQ005","SQ007","SQ005","SQ007","SQ007","SQ003","SQ004","SQ006","SQ007","SQ005","SQ007","A2","A2","A2","A3","A3","A1","A1","A2","A2","A3","A3","A4","A5","A5","A1","A3","A4","A2","A3","A2","A3","A4","A4","A4","A3","A1","A4","A4","A4","A4","A3","A1","A5","A4","A7","A4","A4",NA,"04.Εργατική Τάξη",4,3.875,6,3.77272727272727,0.716370528040124,0.296055775770416,0.832253642643466,0.924893178183003,0.703944224231166,0.382845826754537,0.896995291640613,0.832253642643474,4.86666666666667,5.5,4.66666666666667,4.875,4.33333333333333,0.5827117437975,0.471968395091428,0.357404439721478,0.395688736156392,0.430107973286434,0.618354581874348,0.439701989022842,0.462271046856338,0.341401060767496,0.524811953455384,87,4.83333333333333,3.5,4,0.453351877224254,0.14352845649866,0.17414753657606,0.276530422495407,0.314374423847258,0.173990356470665,0.451282807812599,46,2.83333333333333,3,2.33333333333333,0.132350131966848,0.127403589840475,0.141549206913889,0.094748202331516,0.115826988231433,0.12977970516412,0.162801487351068
152,2019-11-28 16:55:19,4,"el","386794062",2019-11-28 11:21:07,2019-11-28 16:55:19,"37.99.197.126",1022448,"A2","M","30-34","A8","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",4,4,5,4,5,4,5,5,4,4,4,5,4,4,4,4,4,5,3,3,2,"A1","A3","A7","A3","Y","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A2","A3","SQ004","SQ003","SQ004","SQ004","SQ004","SQ004","SQ004","SQ003","SQ003","SQ006","SQ004","SQ001","SQ005","SQ005","SQ004","SQ003","SQ003","SQ004","SQ004","SQ005","SQ006","SQ005","SQ003","SQ004","SQ005","SQ004","SQ003","SQ004","SQ004","SQ005","SQ001","SQ001","SQ002","SQ001","SQ001","SQ001","SQ002","SQ002","SQ007","SQ001","SQ001","SQ003","SQ001","SQ001","SQ002","SQ007","SQ007","SQ001","SQ002","SQ002","SQ001","SQ001","A3","A3","A2","A3","A2","A4","A3","A3","A2","A3","A2","A3","A3","A3","A2","A4","A3","A2","A3","A4","A4","A3","A6","A4","A4","A5","A4","A6","A5","A3","A4","A6","A5","A5","A5","A7","A6",NA,"05.Νέα Μικροαστική Τάξη",1,2,0.2,1.90909090909091,0.241348078794873,0.749993215873196,0.0859577886647414,0.0427704215316763,0.250006784126717,0.119245284695979,0.174106330362777,0.0859577886647259,4,4.33333333333333,4,4,3.83333333333333,0.201615534774338,0.315664441342693,0.263047637746779,0.294929845838297,0.239691212691346,0.224457474556999,0.35338511026416,0.351012716889689,0.219549689496825,0.285904901887548,83,4.16666666666667,4,4.5,0.160343124338714,0.291470278799472,0.328740914568167,0.191001107668894,0.158183730816415,0.314553724987336,0.108145797186213,65,4.16666666666667,2.8,4.33333333333333,0.406166510862006,0.217843951162642,0.522048288740752,0.720691069871245,0.49040801113535,0.095727364703948,0.656874740779102
153,2019-11-28 11:39:21,4,"el","1680912995",2019-11-28 11:21:51,2019-11-28 11:39:21,"37.99.197.126",1022448,"A2","M","30-34","A8","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",5,5,5,5,5,5,4,5,4,4,4,4,1,3,2,1,4,4,3,2,2,"A1","A2","A7","A3","N","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A13","A2","A3","SQ002","SQ006","SQ005","SQ004","SQ005","SQ003","SQ002","SQ004","SQ006","SQ002","SQ004","SQ006","SQ002","SQ002","SQ005","SQ002","SQ004","SQ005","SQ005","SQ004","SQ004","SQ005","SQ003","SQ006","SQ004","SQ004","SQ005","SQ003","SQ006","SQ005","SQ001","SQ004","SQ001","SQ003","SQ003","SQ005","SQ004","SQ003","SQ003","SQ002","SQ004","SQ004","SQ001","SQ005","SQ002","SQ004","SQ003","SQ004","SQ004","SQ001","SQ002","SQ002","A2","A2","A2","A2","A1","A2","A2","A1","A2","A3","A2","A3","A2","A3","A2","A3","A2","A2","A2","A2","A5","A6","A7","A5","A6","A2","A6","A7","A6","A5","A3","A6","A6","A6","A6","A4","A4",NA,"04.Εργατική Τάξη",1.77777777777778,2.375,1.6,2.40909090909091,0.372566649865688,0.678276298367781,0.214509903026924,0.134676030955935,0.321723701633798,0.454042736373574,0.145987460908676,0.214509903026918,4.36666666666667,4.33333333333333,4.66666666666667,4,4.16666666666667,0.210316597286318,0.480598778347179,0.302399569231218,0.323827490837888,0.313477214337581,0.199078752903515,0.60360476336299,0.345873261336722,0.499301480436632,0.116852502366188,98,4.91666666666667,4.83333333333333,5,0.47483577549489,0.632261865339207,0.516805397920744,0.505197303055976,0.424635993418209,0.703712244154465,0.64776283138568,73,4.5,4.8,3.66666666666667,0.707207991643459,0.82426835639127,0.515388779316558,0.132851373927284,0.672540273737979,0.786689920842516,0.493703956568183
